분류,지역(시),지역(구),기관(시설)명1,기관(시설)명2,전화번호,홈페이지주소,주소,상세주소
사회복귀시설,부산광역시,기장군,행복나무,,051-727-7235,blog.naver.com/happytree7235,부산광역시 기장군 정관읍 정관로 583,301호
사회복귀시설,제주특별자치도,제주시,그루터기,,064-759-2254,www.gongsaeng.or.kr,제주시 원당북로65,
사회복귀시설,경상북도,경산시,희망의집,,053-854-1888,cafe.daum.net/homesofhope,경산시 자인면 성총로 841-9,
사회복귀시설,충청남도,천안시 동남구,하모니공동생활가정,,041-551-2854,www.harmony2854.com,천안시 동남구 원성8길 16,
사회복귀시설,충청남도,천안시 동남구,좋은우리,,041-522-3327,cafe.daum.net/goodwe3327,천안시 동남구 다가말 2길45,403호
사회복귀시설,충청남도,천안시 동남구,소명,,041-579-6097,,천안시 동남구 양지4길 47,
사회복귀시설,충청남도,아산시,가온누리,,041-548-3375,www.gaon-nun.or.kr,아산시 번영로 169번지 6-5,
사회복귀시설,충청남도,논산시,보람의집,,041-735-9984,www.borams-house.com,논산시 연산면 한전2길 45-13,
사회복귀시설,충청남도,금산군,더하임,,041-751-8624,www.theheim.net,금산군 부리면 무금로 1425,
사회복귀시설,충청남도,공주시,도래샘,,041-858-1661,cafe.dau.net/dpraesam15,공주시 큰우물길 3-1,
사회복귀시설,경기도,포천시,헤세드하우스,,031-541-7191,cafe.daum.net/JESUS-Jireh,포천시 소흘읍 광릉수목원로 664,
사회복귀시설,경기도,파주시,혜민재활의집2,,031-946-0023,www.WAZZANG.NET/0319460023,파주시 조리읍 능안로 87,303
사회복귀시설,경기도,파주시,혜민재활의집,,031-946-0023,www.WAZZANG.NET/0319460023,파주시 조리읍 문원길 263-6,밀레니엄 B-202
사회복귀시설,경기도,용인시 기흥구,두온,,031-322-7940,,용인시 기흥구 상갈로23번길 2,204호
사회복귀시설,경기도,안산시 상록구,해맑은미소,,031-502-1733,,안산시 상록구 태마당로 1길4,"c동 101호(부곡동, 양지하이츠빌라)"
사회복귀시설,경기도,수원시 영통구,우리마을,,031-273-0224,www.ggwoori.or.kr,수원시 영통로 200번길 43,영통우리빌 나동
사회복귀시설,경기도,김포시,바람숲,,031-989-5556,www.baramsoop.or.kr,김포시 대서명로 8번길 21,형우이즈뷰 나동
사회복귀시설,경기도,고양시 덕양구,기쁨해,,031-813-3031,blog.naver.com/marika81,고양시 덕양구 고양대로 1395번길 76,3층
사회복귀시설,대전광역시,중구,동행,,042-585-0552,www.dh2014.or.kr,중구 유천로 48번길 31,
사회복귀시설,대전광역시,유성구,도란도란,,070-8286-0992,blog.naver.com/dorandoran5,"유성구 송강로 15,",104동 202호
사회복귀시설,대전광역시,유성구,다원공동체,,042-822-7161,blog.daum.net/dawon8227161,유성구 진잠엣로 135번길 115,
사회복귀시설,대전광역시,유성구,다옴공동체,,042-545-6567,www.daomvil.com,유성구 원내로 9-8,
사회복귀시설,대전광역시,유성구,다솜,,042-536-1239,www.hanfence.or.kr,유성구 은구비남로 55,
사회복귀시설,대전광역시,서구,한울타리,,042-53-1239,www.hanfence.or.kr,서구 도산로 131-1,3층
사회복귀시설,대전광역시,서구,한빛둥지,,042-587-7888,cafe.naver.com/cjdwnrksgh,서구 변동로 12-1,
사회복귀시설,대전광역시,서구,한가정,,042-488-0803,www.hgj.co.kr,서구 남선로 60번길 45,3층
사회복귀시설,대전광역시,서구,어울림,,042-533-8875,blog.naver.com/h_people2006,서구 도마로25번길 54,201호
사회복귀시설,대전광역시,서구,소망의집,,042-586-9954,www.e-somang.net,서구 실미길 116,
사회복귀시설,대전광역시,서구,섭리행복가정,,042-545-1916,www.suprihome.or.kr,서구 관저로 48,구봉마을 702동 309호
사회복귀시설,대전광역시,서구,섭리그룹홈,,042-543-8532,blog.naver.com/suprigrouphome,서구 관저로 48,구봉마을 704동 101호
사회복귀시설,대전광역시,서구,섭리가정,,042-544-7933,www.suprihome.or.kr,서구 관저로83,신선마을아파트 205동 201호
사회복귀시설,대전광역시,대덕구,힐링타운,,042-624-1329,blog.naver.com/rntkdgns1329,대덕구 송촌남로55-12,
사회복귀시설,대전광역시,대덕구,행복울타리,,070-4222-2066,blog.naver.com/fist1004,대덕구 대전로 1387번길 28,
사회복귀시설,대전광역시,대덕구,해찬솔,,070-5103-7682,,대덕구 대덕대로 1587,금강로하스엘크루 103-603
사회복귀시설,광주광역시,서구,맑은샘사회복귀시설,,062-383-1110,www.gjw.or.kr/malknsem,서구 독립로 200,
사회복귀시설,광주광역시,북구,빛고을베델,,062-266-7216,njbt.co.kr,북구 우치로 238번길 28,드림빌 503호
사회복귀시설,광주광역시,남구,소화햇살둥지,,062-676-4033,www.sohwaj.or.kr,남구 봉선1로 86,모아아파트
사회복귀시설,인천광역시,부평구,꿈의둥지,,070-8616-4587,blog.daum.net/hope00901,남구 소성로 318번길 18-16,"현빌리지 301호, 302호"
사회복귀시설,인천광역시,연수구,해피하우스,,070-4090-0811,,연수구 한나루186번길 54,101호
사회복귀시설,인천광역시,남동구,마음자리,,032-502-7081,cafe.naver.com/maum0129,남동구 경인로 599번길 26-6,"좋은하루 다동 201, 202호"
사회복귀시설,인천광역시,강화군,희망일터,,032-937-6801,www.cowalk.or.kr,강화군 화도면 마니산로 359,
사회복귀시설,대구광역시,달서구,우리둥지,,053-583-5827,cafe.daum.net/woori-nest,달서구 와룡로9길 75,파라다이스빌라 A동 505호
사회복귀시설,대구광역시,달서구,베네스트마음건강센터,,053-635-5865,www.dgprc.org,달서구 학산로246,삼정빌딩 2층
사회복귀시설,대구광역시,남구,희망빌,,053-474-5886,benest.or.kr,남구 봉덕로9길 84-2,4층
사회복귀시설,대구광역시,남구,드림빌2,,053-474-5866,benest.or.kr,남구 중앙대로26길 13,하이디빌 301호
사회복귀시설,부산광역시,연제구,위캔클럽,,051-507-8008,www.snh.or.kr/dongrae/main/main.php,연제구 중앙대로 1239,8층 위캔클럽
사회복귀시설,부산광역시,사상구,부산광역시 정신재활시설,,051-710-7750,bmrc2288@naver.com,사상구 학감대로 39번길 104-36,3층
사회복귀시설,서울특별시,중랑구,어울림,,02-432-9974,www.igonggam.net,중랑구 용마산로331-1,"401, 402호"
사회복귀시설,서울특별시,중랑구,드림하우스(구 사랑마을),,02-909-4620,igonggam.net,중랑구 망우로74가길 9,
사회복귀시설,서울특별시,중랑구,그린홈,,02-6407-9974,igonggam.net,중랑구 동일로 92길 39-21,2층
사회복귀시설,서울특별시,종로구,종로 행복일굼터,,02-744-9707,www.jnhappy.co.kr,종로구 종로43길 9,
사회복귀시설,서울특별시,영등포구,영등포아이존,,02-6264-9915,www.ydpaizone.or.kr,영등포구 영등포로 84길 24-14,2층
사회복귀시설,서울특별시,양천구,하늘소,,070-7517-0281,www.하늘소.kr,양천구 화곡로8길 21-4,2층
사회복귀시설,서울특별시,양천구,열린세상,,226937328,wmind.org,양천구 남부순환로 450,301호
사회복귀시설,서울특별시,양천구,두드림마음건강센터,,02-2645-1941,cafe.daum.net/dodmhc,양천구 등촌로 194,4층
사회복귀시설,서울특별시,양천구,마음자리,,070-4082-0454,maumjary.co.kr,양천구 목동 중앙남로 16다길 9,204호
사회복귀시설,서울특별시,송파구,송파어우러기,,02-488-2228,harmony.ggcoop.or.kr,송파구 백제고분로 446,204호
사회복귀시설,서울특별시,성북구,한울림,,02-942-1037,cafe.naver.com/hanulim,성북구 보국문로 6길 5-10번지,202호
사회복귀시설,서울특별시,성북구,나눔터,,02-959-7184,www.seokgyenanum.co.kr,성북구 석관동 133-44,태영빌딩 501호
사회복귀시설,서울특별시,성동구,멋진월요일,,070-4009-1866,wm.ggcoop.or.kr,성동구 성덕정길 116,4층
사회복귀시설,서울특별시,서대문구,해비치,,02-3152-3013,-,서대문구 증가로 24마길 11,
사회복귀시설,서울특별시,서대문구,샹가,,(fax)02-2652-8771,blog.naver.com/shangga2015,서대문구 증가로10길 16-4,302호
사회복귀시설,서울특별시,서대문구,서대문아이존,,02-332-8033,www.sdmizone.or.kr,서대문 구연희로26 동방사회복지회,2층
사회복귀시설,서울특별시,동대문구,위드유,,02-2243-1992,www.위드유.org,동대문구 한천로 424,인월빌딩 4층
사회복귀시설,서울특별시,동대문구,도담,,02-3394-5079,www.dodam-partager.net,동대문구 사가정로 258,4층
사회복귀시설,서울특별시,도봉구,유쾌한집4,,070-8670-7026~9,blog.daum.net/plhouse2014,도봉구 도봉산 3길 12-4,401호
사회복귀시설,서울특별시,도봉구,유쾌한집3,,070-8670-7026~9,blog.daum.net/plhouse2014,도봉구 도봉산 3길 12-4,401호
사회복귀시설,서울특별시,도봉구,유쾌한집2,,070-8670-7026~9,blog.daum.net/plhouse2014,도봉구 도봉산 3길 12-4,401호
사회복귀시설,서울특별시,도봉구,유쾌한집1,,070-8670-7026~9,blog.daum.net/plhouse2014,도봉구 도봉산 3길 12-4,401호
사회복귀시설,서울특별시,도봉구,그라따,,070-8111-6602,www.ndhworld.com,도봉구 도봉로 181 가길6,1층
사회복귀시설,서울특별시,노원구,노원아이존,,02-939-5230,www.nowonaizone.or.kr,노원구 한글비석로 326,3층
사회복귀시설,서울특별시,구로구,한그루,,02-6213-0314,hangru.org,구로구 서해안로 30길 17,301
사회복귀시설,서울특별시,구로구,꿈꾸는달팽이,,02-855-9135,blog.naver.com/dreamdal2015,구로구 디지털로 26길 110,동일테크노타운 2차 302호
사회복귀시설,서울특별시,광진구,송이네집,,02-427-2727,,광진구 능동로 48가길 7-11,
사회복귀시설,서울특별시,광진구,돌봄사랑채,,02-3409-9444,dolbom2014.or.kr,광진구 아차산로 26길 28,
사회복귀시설,서울특별시,강서구,예체르하우스,,02-395-5980,ysrhouse.modoo.at,강서구 강서로 18아길 25-14,201호
사회복귀시설,서울특별시,강동구,행복정신건강센터,,02-426-0983,www.happy2u.or.kr,강동구 진황도로119 4층,
사회복귀시설,서울특별시,강동구,맑은샘,,02-6012-7963,igonggam.net,"강동구 구천면로 28길 21, 401호(천호동)",
사회복귀시설,서울특별시,종로구,다정이네,,02-395-5397,,서울특별시 종로구 세검정로7가길 18,"301호, 303호, 304호"
사회복귀시설,서울특별시,용산구,스롤라인,,02-701-5325,www.srolanh.or.kr,서울특별시 용산구 백범로 90길,이레빌딩 1층
사회복귀시설,서울특별시,용산구,용산새빛,,02-719-3369,www.yssb.org,서울특별시 용산구 원효로 35길 1-22,
사회복귀시설,서울특별시,성동구,성모 다움,,02-2290-3170,www.smcmh.or.kr,서울특별시 성동구 청계천로 506,성동종합사회복지관 4층
사회복귀시설,서울특별시,광진구,가람슬기,,02-444-9145,www.가람슬기.kr,서울특별시 광진구 천호대로116길 109,3층
사회복귀시설,서울특별시,광진구,광진오사랑의집,,02-499-6162,,서울특별시 광진구 긴고랑로36길 57-11,이래하우스 301호
사회복귀시설,서울특별시,광진구,동그라미,,02-461-8696,cafe.naver.com/1004round,서울특별시 광진구 능동로 43길 30-11,202호
사회복귀시설,서울특별시,광진구,소망홈,,02-3425-2033,www.somanghome.kti114.net/,서울특별시 광진구 천호대로 113길 29,
사회복귀시설,서울특별시,광진구,우리집정신장애인주거시설,,02-456-6163,www.gj-silver.co.kr,서울특별시 광진구 긴고랑로 36길 57-11,이래하우스 202호
사회복귀시설,서울특별시,광진구,소망나무,,02-6403-7776,hopecenter.co.kr,서울특별시 광진구 능동로 50길 8,2층
사회복귀시설,서울특별시,동대문구,길벗둥지,,070-8180-7224,www.길벗둥지.com,서울특별시 동대문구 시립대로18길 36,1층
사회복귀시설,서울특별시,동대문구,마인드,,02-3394-5144,,서울특별시 동대문구 전농로 38길 35,"2,3층"
사회복귀시설,서울특별시,중랑구,중랑한울지역정신건강센터,,02-2207-9964,www.1woollove.or.kr,서울특별시 중랑구 용마산로115길 65,우주빌딩 4층
사회복귀시설,서울특별시,중랑구,어깨동무,,02-6407-9974,,서울특별시 중랑구 동일로92길 39-2,"1,2층"
사회복귀시설,서울특별시,중랑구,밝은길,,070-8286-9554,07082869554.kr,서울특별시 중랑구 상봉중앙로 5가길 48,2층
사회복귀시설,서울특별시,성북구,다함정신건강상담센터,,02-926-2172,swumentalhealth.com/,서울특별시 성북구 보문로 34길 39,백옥빌딩 4층
사회복귀시설,서울특별시,강북구,아름다운교회 사랑의집,,02-945-5443,www.sarangzip.or.kr,서울특별시 강북구 도봉로71가길 27,
사회복귀시설,서울특별시,강북구,푸른존,,02-944-5811~5,cafe.daum.net/proonzone,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)",강북제일교회 교육관 5층
사회복귀시설,서울특별시,강북구,소담,,02-997-0444,blog.naver.com/sodam0806,서울특별시 강북구 한천로166길30,
사회복귀시설,서울특별시,도봉구,디딤돌,,02-954-2279,ddimdol.biz/,서울특별시 도봉구 도당로27길 47,2층
사회복귀시설,서울특별시,도봉구,행복한하루사회복귀시설,,02-3492-3159,cafe.daum.net/365happydayyo,서울특별시 도봉구 시루봉로 15라길 7-7,301호
사회복귀시설,서울특별시,도봉구,예스홈,,02-908-0884,www.yeshome.or.kr,서울특별시 도봉구 우이천로 38나길 53,201호
사회복귀시설,서울특별시,도봉구,내동화세상,,02-954-2727,www.ndhworld.com,서울특별시 도봉구 도봉산3길 17-16,
사회복귀시설,서울특별시,도봉구,무궁사회복귀시설,,02-902-9942,www.mookoong.com,서울특별시 도봉구 도봉로 504,2층
사회복귀시설,서울특별시,노원구,가온길,,02-6403-7790,www.gaongil.kti114.net/,서울특별시 노원구 공릉로 58나길 17,2층
사회복귀시설,서울특별시,노원구,새롬마을,,02-934-5060,,서울특별시 노원구 동일로237다길 43,201호
사회복귀시설,서울특별시,노원구,평화정신재활시설,,02-949-0121,www.pyunghwa1.com,서울특별시 노원구 노원로331,평화종합사회복지관 3층
사회복귀시설,서울특별시,노원구,노원희망공간이룸,,02-939-4200,cafe.daum.net/ncmhe,서울특별시 노원구 한글비석로 422,2층
사회복귀시설,서울특별시,은평구,무지개둥지,,02-353-8048,cafe.daum.net/psygrouphome,서울특별시 은평구 연서로 45-2,
사회복귀시설,서울특별시,은평구,카프치료 공동체 둥지,,02-356-5414,karfnest.smpon.kr,서울특별시 은평구 연서로37가길 10-10,201호
사회복귀시설,서울특별시,은평구,에버그린하우스,,02-352-2466,egreenhouse.modoo.at,서울특별시 은평구 갈현로 29길 51,예성베르빌B01호
사회복귀시설,서울특별시,은평구,파란마음,,02-6407-4515,www.saramsarang.or.kr,서울특별시 은평구 갈현로 33길 32,201호
사회복귀시설,서울특별시,은평구,해맑은뜰,,02-389-8324,cafe.daum.net/haeddeul8,서울특별시 은평구 갈현로 47길 32-14,101호
사회복귀시설,서울특별시,은평구,해사랑,,02-2695-7328,www.wmind.org,서울특별시 은평구 연서로 41길 41,301호
사회복귀시설,서울특별시,서대문구,한마음의 집,,02-391-2504,www.hanmaumzip.or.kr,서울특별시 서대문구 연희로39다길 20,1층
사회복귀시설,서울특별시,서대문구,한빛하우스,,02-379-8205,cafe.naver.com/hanbichouse,서울특별시 서대문구 연희로39다길 20,2층
사회복귀시설,서울특별시,서대문구,로뎀나무,,02-376-3415,www.rodemnamu.or.kr,서울특별시 서대문구 증가로24마길 19,101호
사회복귀시설,서울특별시,서대문구,서대문해벗누리,,02-375-5042,www.sdmhb.or.kr,서울특별시 서대문구 모래내로173,
사회복귀시설,서울특별시,마포구,해오름,,02-323-5765,cafe.daum.net/haeohrum,서울특별시 마포구 망원로 11길 27-54,2층
사회복귀시설,서울특별시,마포구,태화샘솟는집,,02-392-1155,www.fountainhouse.or.kr,서울특별시 마포구 아현동 772,
사회복귀시설,서울특별시,마포구,카프치료공동체감나무집,,02-3143-6692,www.karftc.or.kr/,서울특별시 마포구 연남동 565-37,
사회복귀시설,서울특별시,마포구,카프여성거주시설향나무집,,02-325-4107,www.karfwtc.com,서울특별시 마포구 성미산로5길 50-15,
사회복귀시설,서울특별시,양천구,목동하늘샘,,02-2061-1367,fountainhouse.or.kr,서울특별시 양천구 목동 중앙남로9길 28-1,201호
사회복귀시설,서울특별시,양천구,아름드리,,02-2696-7725,cafe.daum.net/아름드리주거시설,서울특별시 양천구 남부순환로59길 16-1,201호
사회복귀시설,서울특별시,양천구,서울다르크,,070-7363-2878,seouldarc.or.kr,서울특별시 양천구 목동중앙본로7가길 19-7,다나네스트빌 103호
사회복귀시설,서울특별시,강서구,화곡하늘샘,,02-2065-0853,,서울특별시 강서구 방화대로6 다길 10-12,401호
사회복귀시설,서울특별시,강서구,여울목,,02-2605-2176,,서울특별시 강서구 강서로5라길 138,201호
사회복귀시설,서울특별시,강서구,강서양지,,02-2696-3450,www.gsyj.or.kr,서울특별시 강서구 등촌로35가길 26,301호
사회복귀시설,서울특별시,강서구,새벗클럽하우스,,02-3662-9004,www.sbhouse.or.kr,서울특별시 강서구 강서로52길 88,참빛빌딩 4층
사회복귀시설,서울특별시,강서구,한마음세상,,02-2699-7324,www.wmind.org,서울특별시 강서구 초록마을로32길 33-18,
사회복귀시설,서울특별시,강서구,강서그룹홈,,02-2699-7328,www.wmind.org,서울특별시 강서구 초록마을로 9길9,201호
사회복귀시설,서울특별시,강서구,무지개둥지,,02-2601-2533,cafe.daum.net/psygrouphome,서울특별시 강서구 까치산로18길 17-38,301호
사회복귀시설,서울특별시,강서구,공감플러스,,02-3663-2035,,서울특별시 강서구 화곡로61길 130,남영빌딩 3층
사회복귀시설,서울특별시,구로구,구로구공동희망학교,,02-6739-3500,gcmh2013.com,서울특별시 구로구 구로중앙로18길 50,2층
사회복귀시설,서울특별시,구로구,다솜,,070-8262-1330,www.dasom1004.kti114.net,서울특별시 구로구 고척로 10길 9-5,
사회복귀시설,서울특별시,구로구,수린목,,070-7740-2369,www.수린목.kr,서울특별시 구로구 고척로3길 99,대하쉐르빌 9동 101호
사회복귀시설,서울특별시,구로구,아름다운세상,,070-8812-7754,www.beautifulworld.kti114.net/,서울특별시 구로구 고척로52라길 11-23,
사회복귀시설,서울특별시,금천구,대길엘림,,02-802-9910,,서울특별시 금천구 시흥대로54길 19,301호
사회복귀시설,서울특별시,금천구,가득한집,,02-806-8524,www.homelessness.or.kr,서울특별시 금천구 시흥대로 133-7,301호
사회복귀시설,서울특별시,영등포구,좋은사람들,,02-845-8880,www.positivepeople.co.kr,서울특별시 영등포구 도림로 188-1,
사회복귀시설,서울특별시,영등포구,대길사회복귀시설푸른초장,,02-831-9910,www.greengrass.or.kr/,서울특별시 영등포구 영등포로 84길 24-14,
사회복귀시설,서울특별시,관악구,꿈꾸는집,,02-877-9974,www.1wool.or.kr,서울특별시 관악구 당곡6길 65,201호
사회복귀시설,서울특별시,관악구,새로돋는집,,02-872-9961,www.1wool.or.kr,서울특별시 관악구 대학 18길 41,401호
사회복귀시설,서울특별시,관악구,한울지역정신건강센터,,02-877-9964,www.1wool.or.kr,서울특별시 관악구 장군봉길 46,
사회복귀시설,서울특별시,관악구,리커버리하우스,,02-877-9984,www.1wool.or.kr/,서울특별시 관악구 남부순환로172길 116,2층
사회복귀시설,서울특별시,관악구,관악좋은집,,02-858-1019,cafe.naver.com/positivehouse,서울특별시 관악구 법원단지32길 5,201호
사회복귀시설,서울특별시,관악구,청소년사회복귀시설비상,,02-522-4404,www.visang.or.kr,서울특별시 관악구 남부순환로 2054,광일빌딩 4층
사회복귀시설,서울특별시,서초구,알코올의존자사회복귀시설까리따스,,02-521-2364,cacc.or.kr,서울특별시 서초구 남부순환로 2124,방배종합사회복지관 4층
사회복귀시설,서울특별시,서초구,서초열린세상,,02-3477-9817,www.seochomind.or.kr,서울특별시 서초구 신반포로 33길 22,반포종합사회복지관 410호
사회복귀시설,서울특별시,송파구,하얀마음,,02-425-1274,saramsarang.or.kr,서울특별시 송파구 석촌호수로20길 28-1,201호
사회복귀시설,서울특별시,강동구,서울우리집,,02-481-1272,www.saramsarang.or.kr,"서울특별시 강동구 상일로25길 7-12, 201호",201호
사회복귀시설,서울특별시,송파구,송파아이존,,02-2144-1142,www.aizone.or.kr,송파구 충민로 6길 17,
사회복귀시설,서울특별시,양천구,양천아이존,,02-2065-2513,www.childfund.or.kr,서울특별시 양천구 화곡로47,어린이재단 양천별관 2층
사회복귀시설,서울특별시,동작구,동작아이존,,02-817-5443,www.djaizone.or.kr,서울특별시 동작구 국사봉길 109,
사회복귀시설,서울특별시,동대문구,동대문아이존,,02-2213-3386,www.ddmaizone.or.kr/,서울특별시 동대문구 답십리로 63길 73,형제빌딩 2층
사회복귀시설,서울특별시,중구,중구아이존,,02-2038-7650,www.jaizone.or.kr,서울특별시 중구 서소문로길6길 16,중림종합복지센터 3층
사회복귀시설,서울특별시,서초구,서초구아이존,,02-535-2940,www.scaizone.or.kr,서울특별시 서초구 방배로 173,방배열린문화센터 지하1층
사회복귀시설,서울특별시,종로구,종로아이존,,02-6395-7045,www.jongnoaizone.or.kr,서울특별시 종로구 자하문로 89,세종마을 푸르메센터 2층
사회복귀시설,서울특별시,도봉구,늘푸른집,,02-3491-6624,www.nulpurunjip.net,서울특별시 도봉구 시루봉로 295-3,
사회복귀시설,서울특별시,광진구,누리봄,,02-465-7065,www.nurispring.net,서울특별시 광진구 용마산로 25길 10,
사회복귀시설,서울특별시,은평구,새오름터,,02-3157-0884~5,www.saeorum.or.kr,서울특별시 은평구 연서로22길4,
사회복귀시설,서울특별시,강동구,이음,,02-475-1403,www.yiumm.net,서울특별시 강동구 성내2동 136-18,
사회복귀시설,서울특별시,강남구,태화해뜨는샘,,02-2040-1780,www.sunrising.org,서울특별시 강남구 광평로 185,태화기독교사회복지관 3층
사회복귀시설,부산광역시,서구,아미정신건강센터,,051-244-2005,www.happymental.net,부산광역시 서구 아미로12번길 25,
사회복귀시설,부산광역시,영도구,기쁜우리사회복귀시설,,051-403-4388,www.jelyoung.or.kr,부산광역시 영도구 함지로 33-10,
사회복귀시설,부산광역시,부산진구,한미래사회복귀센터,,051-646-7425,,부산광역시 부산진구 거제대로 16-4,교양빌딩 4층
사회복귀시설,부산광역시,동래구,사직클럽하우스,,051-503-8785,www.sjcwc.org,부산광역시 동래구 사직북로 63번길 20-7,
사회복귀시설,부산광역시,동래구,참살이사회복귀시설,,051-554-0562,www.chamsari.or.kr,부산광역시 동래구 중앙대로 1331번지,3층
사회복귀시설,부산광역시,남구,행복한집,,051-635-5548,blog.naver.com/mind4560,부산광역시 남구 용소로64번길 49-1,1층
사회복귀시설,부산광역시,해운대구,송국클럽하우스,,051-747-0578,songguk.tistory.com,부산광역시 해운대구 우동1로 57,"대영빌딩 2,3층"
사회복귀시설,부산광역시,금정구,동래직업재활센터,,051-581-4165,blog.naver.com/dongrae20044,부산광역시 금정구 중앙대로 2093,수광빌딩 10층
사회복귀시설,부산광역시,금정구,보듬자리,,051-518-5849,,부산광역시 금정구 금샘로 52,
사회복귀시설,부산광역시,수영구,컴넷하우스,,051-759-1268,cnh.bulgukto.or.kr/,부산광역시 수영구 망미배산로76번,나길 27
사회복귀시설,부산광역시,사상구,부산소테리아하우스,,051-302-0655,www.itforu.co.kr/~soteriahouse/,부산광역시 사상구 삼덕로 59,
사회복귀시설,대구광역시,중구,해인정신건강상담센터,,053-425-0425,dg1310425.allthru.kr,대구광역시 중구 명덕로 261 2층,
사회복귀시설,대구광역시,동구,달구벌정신건강센터,,053-941-8816,www.truefriends.or.kr,대구광역시 동구 신성로 63 3층,
사회복귀시설,대구광역시,동구,세잎클로버,,053-983-8817,www.homeclover.net,대구광역시 동구 해동로8길 41,
사회복귀시설,대구광역시,서구,미래엔미소클럽,,053-341-8310,cafe.naver.com/miremiso8310,대구광역시 서구 옥산로 6길 9 4층,
사회복귀시설,대구광역시,남구,비콘,,053-628-5868,www.benest.or.kr,대구광역시 남구 현충로 98,
사회복귀시설,대구광역시,남구,드림빌1,,053-474-5866,benest.or.kr,대구광역시 남구 중앙대로 26길 13,하이디빌 301호
사회복귀시설,대구광역시,남구,행복한집,,053-625-0788,cafe.daum.net/jbshh,대구광역시 남구 장전1길149,
사회복귀시설,대구광역시,북구,대구위니스,,053-352-0234,www.benest.or.kr,대구광역시 북구 옥산로 49,
사회복귀시설,대구광역시,북구,참누리정신건강상담센터,,053-959-9925,chamnuri00.wixsite.xcom/chamnuri,대구광역시 북구 대학로 133,
사회복귀시설,대구광역시,북구,미래지움,,053-352-8312,happylog.naver.com/mireazium,대구광역시 북구 대학로 61-1,
사회복귀시설,대구광역시,수성구,수성베네스트,,053-762-5866,www.benest.or.kr,대구광역시 수성구 수성로285 3층,
사회복귀시설,대구광역시,달서구,대구재활센터,,053-582-5826~7,www.dgprc.org,대구광역시 달서구 성서공단북로 124,
사회복귀시설,대구광역시,달성군,달성정신재활센터해피하우스,,053-638-7009,www.dshappy.or.kr,대구광역시 달성군 화원읍 성화로20,
사회복귀시설,대구광역시,달성군,꿈이있는사람들,,053-641-7006,www.dshappy.or.kr,대구광역시 달성군 화원읍 화원로 29-16,
사회복귀시설,인천광역시,남구,미추홀 하우스,,032-872-0320,,미추홀구 경인로 268번길 33-13,
사회복귀시설,인천광역시,남구,꿈의둥지,,070-8616-4587,,인천광역시 남구 소성로318번길 18-26,
사회복귀시설,인천광역시,연수구,연수새누리,,032-813-4760,,인천광역시 연수구 앵고개로183,남동부수도사업소 2층
사회복귀시설,인천광역시,연수구,리앤리,,032-207-9477,,인천광역시 연수구 한나루로186번길 54,
사회복귀시설,인천광역시,남동구,남동사회복귀시설그루터기,,032-472-6419,www.ndjb.or.kr,인천광역시 남동구 담방서로 23번길 17,남동장애인종합복지관 별관 3층
사회복귀시설,인천광역시,부평구,월산,,032-507-4892,www.wulsan.co.kr/,인천광역시 부평구 평촌로 319-5 3층,
사회복귀시설,인천광역시,계양구,클럽하우스해피투게더,,032-545-7585,www.clubhappy.or.kr/,인천광역시 계양구 계양산로 19 2층,
사회복귀시설,인천광역시,강화군,은혜의집,,032-933-4020,,인천광역시 강화군 내가면 고비고개로,646-2
사회복귀시설,광주광역시,동구,광주새생명보건센터,,062-514-0072,www.gjw.or.kr/newlife/,광주광역시 동구 중흥로 197,
사회복귀시설,광주광역시,동구,인광희망의샘,,062-233-4006,heemangsaem.or.kr,광주광역시 동구 금남로 170-24,
사회복귀시설,광주광역시,서구,빛고을보건복지센터,,062-430-5000,www.gjw.or.kr/greenbridge,광주광역시 서구 상무대로 961번길 4-3,
사회복귀시설,광주광역시,서구,광주해피라이프,,062-364-7473,www.gjw.or.kr/kjhappylife,광주광역시 서구 화운로 172 6층,
사회복귀시설,광주광역시,남구,요한빌리지,,062-367-3369,www.johnvillage.or.kr/,광주광역시 남구 방림로 5,
사회복귀시설,광주광역시,북구,광주정신재활센터,,062-512-7039,www.gjpsy.org,광주광역시 북구 금남로 70 2층,
사회복귀시설,광주광역시,북구,아가페하우스,,062-234-4507,,광주광역시 북구 양산택지로37번길 30 4층,
사회복귀시설,광주광역시,북구,경희사회복귀시설,,062-575-8754,cafe.daum.net/gkdisdus,광주광역시 북구 연양로105번길14,"301호, 303호, 304호"
사회복귀시설,광주광역시,광산구,송광사회복귀시설,,062-941-8050,www.gjw.or.kr/songgwang,광주광역시 광산구 우산로 17,
사회복귀시설,대전광역시,동구,생명의터,,042-274-1982,www.life-nest.co.kr,대전광역시 동구 동부로 56-7 3층,
사회복귀시설,대전광역시,동구,뷰티플마인드,,042-335-0330,www.mind.or.kr,대전광역시 동구 비래서로42번길 134,
사회복귀시설,대전광역시,중구,좋은이웃센터,,042-223-8582,cafe.naver.com/goodnaver8582,대전광역시 중구 대흥로 171,
사회복귀시설,대전광역시,중구,버팀목,,042-223-6767,blog.naver.com/btm6767,대전광역시 중구 문창로 123,
사회복귀시설,대전광역시,중구,밝은세상,,042-224-1500,www.rworld.co.kr,대전광역시 중구 대종로 449,
